Timestamp,Category,Severity,Message,MetricValue,Anomaly_Score,Is_Anomaly
2026-06-30T17:58:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,7.41,1,No
2026-06-25T17:19:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,15.6,1,No
2026-06-30T00:44:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.65,1,No
2026-06-25T04:04:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,18.06,1,No
2026-06-27T19:33:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,40.99,1,No
2026-06-29T07:37:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,15.63,1,No
2026-06-27T05:36:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,45.8,1,No
2026-06-26T18:15:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,15.73,1,No
2026-06-28T08:40:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,18.97,1,No
2026-06-27T11:51:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,30.14,1,No
2026-06-29T07:20:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,6.67,1,No
2026-06-26T23:41:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,43.32,1,No
2026-06-28T13:59:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,48.52,1,No
2026-06-30T12:15:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,48.93,1,No
2026-06-27T03:48:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,22.18,1,No
2026-06-27T08:44:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,41.26,1,No
2026-06-28T12:07:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,24.91,1,No
2026-06-24T04:55:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,10.55,1,No
2026-06-29T21:17:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,23.02,1,No
2026-06-26T20:50:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,46.96,1,No
2026-06-28T23:33:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,49.93,-1,Yes
2026-06-28T01:31:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,33.6,1,No
2026-06-25T05:17:56.930330,Intune_Enrollment,Critical,Standard telemetry ping for operational category: Intune_Enrollment,43.17,1,No
2026-06-27T17:38:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,36.59,1,No
2026-06-25T16:15:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,12.88,1,No
2026-06-25T00:11:56.930330,FinOps_Cost,Informational,Unmapped Resource Cost Spike: Discovered orphaned premium storage tier.,1281.3,-1,Yes
2026-06-27T14:56:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,27.03,1,No
2026-06-30T22:39:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,16.28,1,No
2026-06-27T06:45:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,28.06,1,No
2026-06-28T15:11:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,45.36,1,No
2026-06-26T03:16:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,16.76,1,No
2026-06-26T12:37:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,47.14,1,No
2026-06-26T19:56:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,7.89,1,No
2026-06-24T04:10:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,16.08,1,No
2026-06-28T09:21:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,25.7,1,No
2026-06-28T13:03:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,32.15,1,No
2026-06-25T00:50:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,9.63,1,No
2026-06-28T20:39:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,13.17,1,No
2026-06-29T11:49:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,30.7,1,No
2026-06-26T06:35:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,17.8,1,No
2026-06-25T12:19:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.86,1,No
2026-06-25T07:32:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,18.55,1,No
2026-06-29T06:54:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,17.96,1,No
2026-06-27T05:17:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,36.41,1,No
2026-06-28T16:52:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,6.98,1,No
2026-06-29T17:46:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,17.36,1,No
2026-06-25T02:11:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,6.24,-1,Yes
2026-06-27T01:33:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,47.27,1,No
2026-06-28T00:02:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,37.14,1,No
2026-06-24T05:58:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,20.65,1,No
2026-06-28T00:13:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,25.57,1,No
2026-06-25T05:06:56.930330,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,47.64,1,No
2026-06-24T14:55:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,11.1,1,No
2026-06-27T13:08:56.930330,Intune_Enrollment,Critical,Standard telemetry ping for operational category: Intune_Enrollment,27.63,1,No
2026-06-30T17:01:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,41.97,1,No
2026-06-29T16:03:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,21.63,1,No
2026-06-30T09:52:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,31.76,1,No
2026-06-25T22:54:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,38.23,1,No
2026-06-26T02:31:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,43.97,1,No
2026-06-25T13:40:56.930330,Intune_Enrollment,Critical,Standard telemetry ping for operational category: Intune_Enrollment,16.0,1,No
2026-06-25T13:45:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,19.16,1,No
2026-06-25T23:47:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,20.98,1,No
2026-06-24T10:41:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,39.89,1,No
2026-06-26T19:55:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,40.39,1,No
2026-06-24T23:52:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,43.79,1,No
2026-06-30T07:19:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,36.23,1,No
2026-06-27T12:38:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,37.45,1,No
2026-06-26T02:53:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,32.23,1,No
2026-06-25T19:57:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,29.63,1,No
2026-06-30T16:41:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,8.83,1,No
2026-06-26T13:19:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,48.36,1,No
2026-06-30T03:29:56.930330,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,43.4,1,No
2026-06-29T07:44:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,40.75,1,No
2026-06-29T14:35:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,7.85,1,No
2026-06-27T20:56:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,13.83,1,No
2026-06-27T01:21:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,29.02,1,No
2026-06-24T19:39:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,24.74,1,No
2026-06-25T00:57:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,8.12,1,No
2026-06-24T17:42:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,19.96,1,No
2026-06-24T18:09:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,37.98,1,No
2026-06-26T17:43:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,18.34,1,No
2026-06-29T05:06:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,40.35,1,No
2026-06-29T11:11:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,9.67,1,No
2026-06-24T17:01:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,33.61,1,No
2026-06-29T11:32:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,5.38,-1,Yes
2026-06-29T04:43:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.9,1,No
2026-06-30T07:51:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,7.88,1,No
2026-06-27T13:11:56.930330,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,7.39,1,No
2026-06-26T00:01:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,48.43,1,No
2026-06-28T11:52:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,30.82,1,No
2026-06-24T00:58:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,41.17,1,No
2026-06-28T07:57:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,46.95,1,No
2026-06-26T18:15:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,19.0,1,No
2026-06-28T14:58:56.930330,FinOps_Cost,Warning,Unmapped Resource Cost Spike: Discovered orphaned premium storage tier.,973.63,-1,Yes
2026-06-25T20:53:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,14.77,1,No
2026-06-30T07:30:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,29.37,1,No
2026-06-29T15:55:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,10.7,1,No
2026-06-28T11:47:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,49.44,-1,Yes
2026-06-27T03:30:56.930330,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,27.89,1,No
2026-06-27T09:47:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,40.33,1,No
2026-06-30T15:55:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,13.07,1,No
2026-06-29T10:47:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,47.08,1,No
2026-06-29T08:23:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,22.34,1,No
2026-06-24T09:42:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,13.93,1,No
2026-06-28T20:29:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,5.06,-1,Yes
2026-06-24T05:24:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,24.78,1,No
2026-06-27T13:16:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.29,1,No
2026-06-29T12:55:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,41.38,1,No
2026-06-24T03:50:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,30.19,1,No
2026-06-28T01:22:56.930330,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,7.16,1,No
2026-06-30T04:57:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,12.15,1,No
2026-06-28T10:04:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.24,1,No
2026-06-25T14:59:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,17.6,1,No
2026-06-25T10:44:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,18.58,1,No
2026-06-25T20:51:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,47.58,1,No
2026-06-24T01:27:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,9.24,1,No
2026-06-27T01:12:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,35.69,1,No
2026-06-27T01:00:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,14.96,1,No
2026-06-29T23:44:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,21.52,1,No
2026-06-27T12:59:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,45.38,1,No
2026-06-29T07:43:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,40.59,1,No
2026-06-27T02:44:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,37.56,1,No
2026-06-25T16:08:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,45.67,1,No
2026-06-26T02:44:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,29.07,1,No
2026-06-24T03:12:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,35.43,1,No
2026-06-30T05:17:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,23.17,1,No
2026-06-25T00:55:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,35.25,1,No
2026-06-27T17:37:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,12.47,1,No
2026-06-27T09:35:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,13.33,1,No
2026-06-27T13:12:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,41.27,1,No
2026-06-29T04:59:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,33.29,1,No
2026-06-30T10:45:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,43.48,1,No
2026-06-24T02:59:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,9.62,1,No
2026-06-24T08:39:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,9.64,1,No
2026-06-28T03:11:56.930330,Intune_Enrollment,Critical,Standard telemetry ping for operational category: Intune_Enrollment,14.77,1,No
2026-06-25T07:15:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,28.38,1,No
2026-06-28T14:44:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,26.35,1,No
2026-06-24T19:03:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,24.97,1,No
2026-06-26T03:25:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,41.8,1,No
2026-06-26T15:56:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,19.94,1,No
2026-06-30T08:30:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,18.36,1,No
2026-06-26T11:48:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,26.59,1,No
2026-06-24T20:54:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,19.28,1,No
2026-06-25T03:17:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,10.03,1,No
2026-06-30T13:58:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,17.36,1,No
2026-06-27T10:46:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,44.12,1,No
2026-06-25T02:03:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,37.78,1,No
2026-06-29T01:25:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,24.44,1,No
2026-06-28T06:38:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,41.92,1,No
2026-06-28T06:16:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,26.13,1,No
2026-06-26T08:34:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,11.48,1,No
2026-06-29T07:54:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,36.6,1,No
2026-06-24T22:08:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,19.46,1,No
2026-06-29T01:36:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,25.88,1,No
2026-06-29T22:41:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,35.75,1,No
2026-06-29T13:43:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,25.74,1,No
2026-06-27T23:34:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,15.63,1,No
2026-06-26T20:01:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,5.46,-1,Yes
2026-06-29T20:53:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,39.83,1,No
2026-06-30T19:37:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,37.18,1,No
2026-06-24T02:20:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,49.55,-1,Yes
2026-06-28T06:27:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,18.76,1,No
2026-06-24T21:00:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,25.45,1,No
2026-06-25T21:59:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.11,1,No
2026-06-29T20:09:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,43.22,1,No
2026-06-24T10:40:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,7.12,1,No
2026-06-26T20:10:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,47.69,1,No
2026-06-24T23:35:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,28.3,1,No
2026-06-24T18:16:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,23.74,1,No
2026-06-26T02:05:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,17.86,1,No
2026-06-27T02:12:56.930330,FinOps_Cost,Warning,Unmapped Resource Cost Spike: Discovered orphaned premium storage tier.,1032.15,-1,Yes
2026-06-28T07:46:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,49.54,-1,Yes
2026-06-28T23:37:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,13.86,1,No
2026-06-29T01:00:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,49.16,-1,Yes
2026-06-25T14:47:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,49.36,-1,Yes
2026-06-29T19:17:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,21.52,1,No
2026-06-26T22:00:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,18.45,1,No
2026-06-25T03:27:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,48.17,1,No
2026-06-23T23:57:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,15.0,1,No
2026-06-27T04:21:56.930330,FinOps_Cost,Informational,Unmapped Resource Cost Spike: Discovered orphaned premium storage tier.,949.08,-1,Yes
2026-06-27T00:27:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,15.37,1,No
2026-06-29T22:55:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.01,1,No
2026-06-28T07:57:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,42.98,1,No
2026-06-29T17:20:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,33.32,1,No
2026-06-28T00:50:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,31.0,1,No
2026-06-26T22:54:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,19.31,1,No
2026-06-30T20:37:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,20.54,1,No
2026-06-25T11:58:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,47.51,1,No
2026-06-24T03:31:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,15.25,1,No
2026-06-24T08:17:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,49.15,1,No
2026-06-29T11:47:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,34.12,1,No
2026-06-27T03:43:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,48.05,1,No
2026-06-26T13:13:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,6.68,1,No
2026-06-27T09:07:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,21.66,1,No
2026-06-26T15:58:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,34.97,1,No
2026-06-26T06:11:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,45.69,1,No
2026-06-30T20:01:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,40.5,1,No
2026-06-25T10:38:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,33.33,1,No
2026-06-29T01:51:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,22.0,1,No
2026-06-26T23:16:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,41.39,1,No
2026-06-25T10:51:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,15.64,1,No
2026-06-23T23:37:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,31.52,1,No
2026-06-30T02:19:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,37.04,1,No
2026-06-26T10:02:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,26.15,1,No
2026-06-24T01:51:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,27.22,1,No
2026-06-29T13:04:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,17.65,1,No
2026-06-25T14:03:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,39.37,1,No
2026-06-28T00:46:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,11.29,1,No
2026-06-28T18:22:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,24.44,1,No
2026-06-27T01:20:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,21.45,1,No
2026-06-24T00:57:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,14.63,1,No
2026-06-29T03:22:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,35.95,1,No
2026-06-27T20:24:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,19.73,1,No
2026-06-30T18:34:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,41.35,1,No
2026-06-29T07:09:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,18.43,1,No
2026-06-24T08:19:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,34.15,1,No
2026-06-28T07:17:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,9.53,1,No
2026-06-28T12:08:56.930330,FinOps_Cost,Informational,Unmapped Resource Cost Spike: Discovered orphaned premium storage tier.,852.32,-1,Yes
2026-06-28T01:39:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,34.62,1,No
2026-06-25T00:49:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,5.42,-1,Yes
2026-06-24T19:52:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,22.6,1,No
2026-06-25T16:19:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,19.66,1,No
2026-06-28T09:06:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,18.62,1,No
2026-06-25T08:19:56.930330,Intune_Enrollment,Critical,Standard telemetry ping for operational category: Intune_Enrollment,18.74,1,No
2026-06-24T19:38:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,46.97,1,No
2026-06-29T03:48:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,16.0,1,No
2026-06-29T08:23:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,34.33,1,No
2026-06-28T16:50:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,35.6,1,No
2026-06-24T06:52:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,48.45,1,No
2026-06-29T04:25:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,19.1,1,No
2026-06-30T02:00:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,15.31,1,No
2026-06-29T01:22:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,16.93,1,No
2026-06-24T11:13:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,8.57,1,No
2026-06-28T14:16:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,6.62,1,No
2026-06-25T05:49:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,21.64,1,No
2026-06-30T10:15:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,39.39,1,No
2026-06-29T19:14:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,26.03,1,No
2026-06-30T15:31:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,19.98,1,No
2026-06-27T02:31:56.930330,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,30.88,1,No
2026-06-24T19:40:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,16.53,1,No
2026-06-27T03:18:56.930330,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,39.41,1,No
2026-06-26T19:39:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,45.8,1,No
2026-06-29T03:08:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,26.59,1,No
2026-06-28T09:00:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,13.57,1,No
2026-06-30T20:51:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,29.12,1,No
